institution.displayName,institution.schoolType,institution.state,institution.city,institution.zip,ranking.displayRank,ranking.sortRank,searchData.tuition.rawValue,searchData.hsGpaAvg.rawValue,searchData.enrollment.rawValue,searchData.satAvg.rawValue,searchData.testAvgs.displayValue.1.value
University of Tulsa,national-universities,OK,Tulsa,74104,#195,195,48102,3.6,2647,1070,21-30
University of Utah,national-universities,UT,Salt Lake City,84112,#115,115,33045,3.7,26355,1190,22-29
University of Valley Forge,regional-colleges-north,PA,Phoenixville,19460,#36,36,23750,3.4,508,930,17-21
University of Vermont,national-universities,VT,Burlington,05405,#133,133,43890,3.8,11898,1260,28-32
University of Virginia,national-universities,VA,Charlottesville,22904,#24,24,58950,,17496,1400,32-34
University of Virginia--Wise,national-liberal-arts-colleges,VA,Wise,24293,#165,165,31546,3.5,1737,915,19-25
University of Washington,national-universities,WA,Seattle,98195,#40,40,41997,3.8,36872,1300,29-34
University of Washington Bothell,regional-universities-west,WA,Bothell,,Unranked,-2,40722,,5454,,N/A
University of Washington Tacoma,regional-universities-west,WA,Tacoma,,#13,13,42171,3.4,4090,980,19-24
University of West Alabama,regional-universities-south,AL,Livingston,35470,#79,79,20090,,2427,,17-21
University of West Florida,regional-universities-south,FL,Pensacola,32514,#27,27,18628,3.7,9305,1020,21-26
University of West Georgia,national-universities,GA,Carrollton,30118,#382,382,20852,3.4,8687,930,17-22
University of Wisconsin--Eau Claire,regional-universities-midwest,WI,Eau Claire,54701,#21,21,17487,3.6,8923,1100,21-27
University of Wisconsin--Green Bay,regional-universities-midwest,WI,Green Bay,54311,#66,66,16091,,9257,,18-25
University of Wisconsin--La Crosse,national-universities,WI,La Crosse,54601,#249,249,18814,3.6,9352,1115,21-26
University of Wisconsin--Madison,national-universities,WI,Madison,53706,#35,35,40603,3.8,37230,1350,28-33
University of Wisconsin--Milwaukee,national-universities,WI,Milwaukee,53201,#332,332,21514,3.2,18751,,18-25
University of Wisconsin--Oshkosh,national-universities,WI,Oshkosh,54901,#332,332,15368,3.2,11773,,18-23
University of Wisconsin--Parkside,regional-universities-midwest,WI,Kenosha,53141,#103,103,16489,3.2,3255,,17-24
University of Wisconsin--Platteville,regional-universities-midwest,WI,Platteville,53818,#60,60,16800,,6266,,20-26
University of Wisconsin--River Falls,regional-universities-midwest,WI,River Falls,54022,#60,60,16128,3.4,4772,,18-25
University of Wisconsin--Stevens Point,regional-universities-midwest,WI,Stevens Point,54481,#47,47,17854,3.5,7313,1040,19-25
University of Wisconsin--Stout,regional-universities-midwest,WI,Menomonie,54751,#67,67,18706,3.4,6246,1096,19-26
University of Wisconsin--Superior,regional-universities-midwest,WI,Superior,54880,#124,124,16400,3.3,2206,1110,17-23
University of Wisconsin--Whitewater,regional-universities-midwest,WI,Whitewater,53190,#43,43,17810,3.3,9375,950,18-24
University of Wyoming,national-universities,WY,Laramie,82071,#216,216,22718,3.5,8518,1030,20-27
Upper Iowa University,regional-universities-midwest,IA,Fayette,52142,#149-164,-1,33639,,2510,855,17-24
Ursinus College,national-liberal-arts-colleges,PA,Collegeville,19426,#86,86,59176,3.6,1527,1180,28-32
Ursuline College,regional-universities-midwest,OH,Pepper Pike,44124,#88,88,37860,3.6,625,1056,19-26
Utah State University,national-universities,UT,Logan,84322,#269,269,24802,3.6,24835,1050,20-27
Utah Tech University,regional-colleges-west,UT,Saint George,84770,#32,32,17644,3.4,12481,871,18-24
Utah Valley University,regional-universities-west,UT,Orem,84058,#104,104,17830,,40542,,N/A
Utica University,regional-universities-north,NY,Utica,13502,#64,64,25468,3.3,2678,1084,23-32
Valdosta State University,national-universities,GA,Valdosta,31698,#395-435,-1,17062,3.3,7589,950,17-22
Valencia College,regional-colleges-south,FL,Orlando,32835,Unranked,-2,9383,,43599,,N/A
Valley City State University,regional-colleges-midwest,ND,Valley City,58072,#29,29,13478,3.4,1521,,17-23
Valparaiso University,national-universities,IN,Valparaiso,46383,#201,201,46588,3.7,2349,1140,27-30
Vanderbilt University,national-universities,TN,Nashville,37240,#18,18,63946,3.9,7151,1490,34-35
VanderCook College of Music,special-focus,IL,Chicago,60616,Unranked,-2,29800,,88,,N/A
Vanguard University of Southern California,regional-universities-west,CA,Costa Mesa,92626,#44,44,39950,3.4,1958,1140,21-28
Vassar College,national-liberal-arts-colleges,NY,Poughkeepsie,12604,#16,16,67805,,2459,1430,32-34
Vaughn College of Aeronautics and Technology,regional-colleges-north,NY,Flushing,11369,#16,16,26550,2.7,1175,832,25-26
Vermont State University,regional-universities-north,VT,Johnson,05656,#151-167,-1,26892,,1495,,N/A
Villa Maria College,regional-colleges-north,NY,Buffalo,14225,#41-44,-1,26960,,452,800,N/A
Villanova University,national-universities,PA,Villanova,19085,#67,67,64906,3.9,6989,1380,32-34
Vincennes University,regional-colleges-midwest,IN,Vincennes,47591,#68-74,-1,15253,,16389,,N/A
Virginia Commonwealth University,national-universities,VA,Richmond,23284,#142,142,38247,3.7,20958,1030,22-30
Virginia Military Institute,national-liberal-arts-colleges,VA,Lexington,24450,#63,63,49722,3.7,1512,1105,22-29
Virginia State University,regional-universities-south,VA,Petersburg,23806,#41,41,21253,,4242,830,15-21
Virginia Tech,national-universities,VA,Blacksburg,24061,#47,47,36090,,30434,1220,26-32
Virginia Union University,national-liberal-arts-colleges,VA,Richmond,23220,#186-204,-1,14230,2.6,1318,813,14-24
Virginia Wesleyan University,national-liberal-arts-colleges,VA,Virginia Beach,23455,#174,174,36960,3.3,1479,1150,27-31
Viterbo University,regional-universities-midwest,WI,La Crosse,54601,#74,74,32350,3.5,1385,1060,22-27
Voorhees University,regional-colleges-south,SC,Denmark,29042,#52,52,12630,3,473,,N/A
Wabash College,national-liberal-arts-colleges,IN,Crawfordsville,47933,#59,59,49125,3.6,835,1122,22-30
Wade College,regional-colleges-west,TX,Dallas,75207,Unranked,-2,17132,,216,,N/A
Wagner College,regional-universities-north,NY,Staten Island,10301,#69,69,52000,3.6,1591,1090,24-29
Wake Forest University,national-universities,NC,Winston-Salem,27109,#47,47,64758,,5447,1380,31-34
Waldorf University,regional-universities-midwest,IA,Forest City,50436,#149-164,-1,24526,,2088,,N/A
Walla Walla University,regional-universities-west,WA,College Place,99324,#54,54,33027,3.5,1314,1030,19-26
Walsh College,specialty-business,MI,Troy,48083,Unranked,-2,20757,,578,,N/A
Walsh University,national-universities,OH,North Canton,44720,#352,352,34595,,1558,1030,20-26
Warner Pacific University,regional-colleges-west,OR,Portland,97215,#11,11,21010,,406,,N/A
Warner University,regional-universities-south,FL,Lake Wales,33859,#104,104,28044,,782,830,15-23
Warren Wilson College,national-liberal-arts-colleges,NC,Asheville,28815,#186-204,-1,40290,,723,,24-30
Wartburg College,national-liberal-arts-colleges,IA,Waverly,50677,#156,156,51040,3.6,1416,970,19-25
Washburn University,regional-universities-midwest,KS,Topeka,66621,#103,103,20530,3.4,4733,,17-23
Washington Adventist University,regional-universities-north,MD,Takoma Park,20912,#151-167,-1,25200,,582,,N/A
Washington and Lee University,national-liberal-arts-colleges,VA,Lexington,24450,#21,21,64525,,1867,1410,32-34
Washington College,national-liberal-arts-colleges,MD,Chestertown,21620,#93,93,54266,3.7,955,1190,25-29
Washington & Jefferson College,national-liberal-arts-colleges,PA,Washington,15301,#89,89,28185,3.5,1149,1010,19-28
Washington State University,national-universities,WA,Pullman,99164,#178,178,29073,3.5,22612,,N/A
Washington University in St. Louis,national-universities,MO,St. Louis,63130,#24,24,62982,,8132,1500,33-35
Wayland Baptist University,regional-universities-west,TX,Plainview,79072,#105-115,-1,23286,3.4,2275,870,16-22
Waynesburg University,regional-universities-north,PA,Waynesburg,15370,#111,111,29460,3.6,1116,960,19-25
Wayne State College,regional-universities-midwest,NE,Wayne,68787,#92,92,7923,3.3,3860,,18-25
Wayne State University,national-universities,MI,Detroit,48202,#201,201,31614,3.4,16116,980,20-28
Webber International University,regional-colleges-south,FL,Babson Park,33827,#80,80,30368,,776,,N/A
Webb Institute,specialty-engineering,NY,Glen Cove,11542,Unranked,-2,61060,3.9,102,,N/A
Weber State University,regional-universities-west,UT,Ogden,84408,#59,59,17084,3.3,28903,,18-24
Webster University,regional-universities-midwest,MO,St. Louis,63119,#32,32,30730,3.6,1909,1014,20-27
Welch College,regional-colleges-south,TN,Gallatin,37066,#17,17,20776,3.6,342,930,19-28
Wellesley College,national-liberal-arts-colleges,MA,Wellesley,02481,#4,4,64320,,2447,1430,33-35
Wells College,national-liberal-arts-colleges,NY,Aurora,13026,#152,152,35166,,342,,N/A
Wenatchee Valley College,regional-colleges-west,WA,Wenatchee,98801,Unranked,-2,5458,,2661,,N/A
Wentworth Institute of Technology,regional-universities-north,MA,Boston,02115,#33,33,41010,3.4,3713,1120,25-31
Wesleyan College,regional-colleges-south,GA,Macon,31210,#6,6,27650,,695,1033,22-25
Wesleyan University,national-liberal-arts-colleges,CT,Middletown,06459,#11,11,67016,,3069,1440,33-35
West Chester University of Pennsylvania,national-universities,PA,West Chester,19383,#209,209,22261,3.5,14392,1080,23-30
Westcliff University,specialty-business,CA,Irvine,,Unranked,-2,17550,,1300,,N/A
West Coast University,health,CA,Anaheim,90020,Unranked,-2,22889,,2971,,N/A
Western Carolina University,national-universities,NC,Cullowhee,28723,#227,227,8532,3.4,9956,1020,19-26
Western Colorado University,regional-universities-west,CO,Gunnison,81231,#74,74,23683,3.4,3098,1010,21-28
Western Connecticut State University,regional-universities-north,CT,Danbury,06810,#101,101,25239,,4172,,N/A
Western Illinois University,regional-universities-midwest,IL,Macomb,61455,#38,38,12848,3.4,5309,860,17-26
Western Kentucky University,national-universities,KY,Bowling Green,42101,#361,361,27000,3.5,14440,980,18-25
Western Michigan University,national-universities,MI,Kalamazoo,49008,#304,304,18218,3.5,14397,990,19-27
Western Nevada College,regional-colleges-west,NV,Carson City,89703,Unranked,-2,12144,,3528,,N/A
Western New England University,national-universities,MA,Springfield,01119,#236,236,46430,3.5,2406,1090,24-29
Western New Mexico University,regional-universities-west,NM,Silver City,88062,#105-115,-1,17193,,2377,,N/A
Western Oregon University,regional-universities-west,OR,Monmouth,97361,#60,60,30582,3.4,3320,985,N/A
Western Washington University,regional-universities-west,WA,Bellingham,98225,#24,24,27855,3.5,13801,1130,25-30
Westfield State University,regional-universities-north,MA,Westfield,01086,#94,94,17962,,4239,980,17-22
West Liberty University,regional-universities-south,WV,West Liberty,26074,#62,62,8150,,2087,890,18-24
West Los Angeles College,regional-colleges-west,CA,Culver City,90230,Unranked,-2,9870,,9481,,N/A
Westminster College (MO),national-liberal-arts-colleges,MO,Fulton,65251,#164,164,33144,,654,880,18-24
Westminster College (PA),national-liberal-arts-colleges,PA,New Wilmington,16172,#112,112,39770,3.5,1222,1060,21-26
Westminster University (UT),regional-universities-west,UT,Salt Lake City,84105,#21,21,41936,3.6,968,1166,23-29
Westmont College,national-liberal-arts-colleges,CA,Santa Barbara,93108,#107,107,51790,3.6,1293,1210,30-33
West Texas A&M University,regional-universities-west,TX,Canyon,79016,#56,56,10834,3.5,6898,900,18-23
West Virginia State University,regional-universities-south,WV,Institute,25112,#103,103,14588,3.3,3634,,N/A
West Virginia University,national-universities,WV,Morgantown,26506,#216,216,26568,3.7,19059,1000,20-26
West Virginia University Institute of Technology,regional-colleges-south,WV,Beckley,25801,Unranked,-2,19584,,1619,,N/A
West Virginia University--Parkersburg,regional-colleges-south,WV,Parkersburg,26101,Unranked,-2,9124,,2346,,N/A
West Virginia Wesleyan College,regional-colleges-south,WV,Buckhannon,26201,#24,24,33494,3.5,889,910,18-23
Whatcom Community College,regional-colleges-west,WA,Bellingham,98226,Unranked,-2,10731,,3850,,N/A
Wheaton College (IL),national-liberal-arts-colleges,IL,Wheaton,60187,#56,56,43930,3.7,2187,1250,28-33
Wheaton College (MA),national-liberal-arts-colleges,MA,Norton,02766,#75,75,62080,3.7,1667,1200,27-32
Wheeling University,regional-universities-south,WV,Wheeling,26003,#49,49,28290,3.3,594,910,17-22
Whitman College,national-liberal-arts-colleges,WA,Walla Walla,99362,#46,46,61492,3.6,1493,1293,30-33
Whittier College,national-liberal-arts-colleges,CA,Whittier,90608,#93,93,49864,3.4,1131,1140,24-30
Whitworth University,regional-universities-west,WA,Spokane,99251,#7,7,50920,3.7,2045,1110,19-27
Wichita State University,national-universities,KS,Wichita,67260,#332,332,18226,3.5,12696,953,19-26
Widener University,national-universities,PA,Chester,19013,#227,227,53638,3.4,2555,1105,N/A
Wilberforce University,regional-colleges-midwest,OH,Wilberforce,45384,#62,62,13250,,544,780,15-20
Wiley College,regional-colleges-west,TX,Marshall,75670,#34,34,12500,2.5,698,,13-17
Wilkes University,national-universities,PA,Wilkes-Barre,18766,#269,269,42286,3.5,2000,1060,21-26
Willamette University,national-liberal-arts-colleges,OR,Salem,97301,#75,75,48226,3.7,1367,1230,27-33
William Carey University,national-universities,MS,Hattiesburg,39401,#356,356,14685,,3337,980,21-29
William Jewell College,regional-colleges-midwest,MO,Liberty,64068,#8,8,19890,3.6,829,1030,20-26
William & Mary,national-universities,VA,Williamsburg,23187,#53,53,48841,3.9,6797,1375,32-34
William Paterson University of New Jersey,regional-universities-north,NJ,Wayne,07470,#69,69,24464,,6604,,N/A
William Peace University,regional-colleges-south,NC,Raleigh,27604,#24,24,33050,3.2,713,1033,19-27
William Penn University,regional-colleges-midwest,IA,Oskaloosa,52577,#57,57,27800,,1304,830,16-21
Williams Baptist University,regional-colleges-south,AR,Walnut Ridge,72476,#40,40,20330,3.5,562,1150,18-24
Williams College,national-liberal-arts-colleges,MA,Williamstown,01267,#1,1,64860,,2152,1480,34-35
William Woods University,national-universities,MO,Fulton,65251,#395-435,-1,27480,,781,,N/A
Wilmington College,regional-colleges-midwest,OH,Wilmington,45177,#29,29,31087,,1032,960,17-23
Wilmington University,national-universities,DE,New Castle,19720,#395-435,-1,12030,,8332,,N/A
Wilson College,regional-universities-north,PA,Chambersburg,17201,#150,150,27006,3.5,966,970,N/A
Wingate University,national-universities,NC,Wingate,28174,#376,376,41516,3.3,2510,960,18-25
Winona State University,regional-universities-midwest,MN,Winona,55987,#35,35,17224,3.5,5421,1000,19-25
Winston-Salem State University,national-universities,NC,Winston-Salem,27110,#260,260,16932,,4726,880,15-19
Winthrop University,regional-universities-south,SC,Rock Hill,29733,#11,11,30196,3.9,3741,980,19-26
Wisconsin Lutheran College,regional-colleges-midwest,WI,Milwaukee,53226,#19,19,35080,3.5,1003,1038,22-27
Wittenberg University,national-liberal-arts-colleges,OH,Springfield,45501,#152,152,44602,3.6,1258,1020,20-27
Wofford College,national-liberal-arts-colleges,SC,Spartanburg,29303,#59,59,54100,3.7,1823,1200,27-31
Woodbury University,regional-universities-west,CA,Burbank,91504,#40,40,44886,3.4,868,,N/A
Worcester Polytechnic Institute,national-universities,MA,Worcester,01609,#82,82,58870,,5246,,N/A
Worcester State University,regional-universities-north,MA,Worcester,01602,#96,96,17366,3.3,4478,1020,22-26
Wright State University,national-universities,OH,Dayton,45435,#394-435,-1,19494,3.3,6938,917,17-24
Xavier University,national-universities,OH,Cincinnati,45207,#201,201,48125,3.7,4860,1120,23-30
Xavier University of Louisiana,regional-universities-south,LA,New Orleans,70125,#16,16,27870,3.7,2696,1000,20-25
Yakima Valley College,regional-colleges-west,WA,Yakima,98907,Unranked,-2,5488,,3643,,N/A
Yale University,national-universities,CT,New Haven,06520,#5,5,64700,,6645,1500,33-35
